Institute,Academic Program Name,Quota,Seat Type,Gender,OR1,CR1,OR2,CR2,OR3,CR3,OR4,CR4,OR5,CR5,OR6,CR6,Index
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5620,20960,38533,39018,21091,21187,2320,2335,4101,4101,1730,1730,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),9167,28330,5637,5698,624,624,4101,4101,4623,5397,59442,75085,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,652,3110,11043,13161,2320,2335,4623,5397,9998,9998,89650,113144,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4808,5357,19010,19216,4101,4101,9998,9998,497,497,13112,14448,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,205,205,6805,7684,4623,5397,497,497,2652,2917,20244,20244,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,353,1483,2710,2710,9998,9998,2652,2917,5324,5324,49315,75064,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1335,1335,3951,3951,497,497,5324,5324,1730,1730,91446,152811,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,8774,10415,86088,96509,2652,2917,1730,1730,59442,74589,7999,10757,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),10920,15592,113144,116693,5324,5324,59442,74589,89650,111603,10819,12772,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,194,194,16176,16330,1730,1730,89650,111603,13112,14448,3249,3806,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1490,1540,74852,85855,59442,74589,12413,13833,20244,20244,4656,4656,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3216,3216,100532,100532,89650,111603,20244,20244,49315,75064,27459,36665,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,57,57,11003,11348,12413,13833,49315,75064,91446,152811,45715,47358,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2976,3608,14820,14820,20244,20244,91446,146747,7999,10498,5824,6282,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),6736,8687,4017,4189,49315,75064,7999,10498,10819,12772,8065,8065,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,153,153,35751,43668,91446,125767,10819,12772,3249,3806,10077,12180,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1035,1891,48018,48018,7999,10498,3249,3806,4656,4656,18202,18797,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1266,2604,6980,6980,10819,12772,4656,4656,25651,34111,5488,7088,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,424,746,9144,9144,3249,3806,25651,33712,35647,42924,9212,9212,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1779,1779,14611,14898,4656,4656,35647,42924,1289,1289,2192,2710,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,20378,23785,18213,18213,25362,33245,1289,1289,5401,5568,3642,3642,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Female-only (including Supernumerary),35556,35556,7286,7848,35647,42763,5299,5548,8065,8065,3446,5631,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,Gender-Neutral,5874,8694,3351,3351,1289,1289,8065,8065,9377,11479,5265,6468,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,12082,16362,3129,3129,5212,5440,9377,11331,18200,18446,1506,1506,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),34354,41690,21741,34860,8065,8065,18200,18446,5488,6803,2887,4249,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,3402,3702,47135,47179,9377,11043,5488,6764,9212,9212,4583,4583,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,1583,1583,8466,8854,16377,18200,9212,9212,2192,2709,178,178,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,10683,11877,24242,40192,5488,6764,2192,2709,3642,3642,1417,1977,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),16488,16488,29794,53007,9212,9212,3642,3642,3446,5579,278,278,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN (PwD),Gender-Neutral,441,441,3855,4901,2192,2709,3446,5579,5265,5492,1108,1108,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,1879,1879,1727,1727,3642,3642,5265,5492,1506,1506,2318,2973,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,3969,4362,4212,4212,3446,5579,1506,1506,2887,4249,4161,4161,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),9737,9737,10231,13904,5265,5492,2887,4249,4583,4583,207,207,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,2018,2018,21091,21187,1506,1506,4583,4583,178,178,342,380,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Female-only (including Supernumerary),3347,3347,624,624,2887,4249,178,178,1417,1722,723,723,32
National Institute of Technology Hamirpur,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Gender-Neutral,936,936,2320,2335,4583,4583,1417,1722,278,278,1029,1236,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25244,55754,4101,4101,178,178,278,278,1108,1108,1864,1864,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),63462,80193,4623,5397,1417,1722,1108,1108,2318,2766,486,566,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,3030,3030,9998,9998,278,278,2318,2766,4161,4161,1506,1506,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10938,12268,497,497,1108,1108,4161,4161,207,207,205,205,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),16721,16721,2652,2917,2318,2766,207,207,342,380,10656,22754,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,22605,49820,5324,5324,4161,4161,342,380,723,723,15473,27910,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),28779,72823,1730,1730,207,207,723,723,1029,1172,1558,1567,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4903,7230,59442,74141,342,380,1029,1172,1739,1739,5052,5755,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),13665,13665,89650,108615,723,723,1739,1739,486,566,7389,10797,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2397,2577,12413,13833,1029,1172,486,566,1506,1506,13385,13385,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4307,4307,20244,20244,1739,1739,1506,1506,205,205,4345,5568,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,17285,21215,49315,75064,486,566,205,205,10656,21027,3072,3072,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),26594,30038,91446,111346,1506,1506,10656,21027,15473,27910,2209,2209,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,976,976,7999,10498,205,205,15473,19919,1558,1567,2538,2538,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3333,3458,10819,12772,10656,21027,1558,1567,4873,5485,14070,16357,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),4963,4963,3249,3792,15473,19919,4873,5485,7389,10797,19754,20604,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6782,7827,4656,4656,1558,1567,7389,10797,13385,13385,725,725,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12495,12723,25362,32902,4873,5485,13385,13385,4345,5551,2659,2791,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,612,612,35647,42763,7389,10797,4345,5551,3072,3072,4760,4760,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3019,3860,1289,1289,13385,13385,3072,3072,1660,1660,5868,6737,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),5004,5314,5212,5440,4345,5551,1660,1660,2538,2538,8483,10125,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1617,1764,7627,7627,3072,3072,2538,2538,14070,15151,549,549,32
National Institute of Technology Hamirpur,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2687,2687,9377,10870,1660,1660,14070,14985,19754,20153,2918,3038,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,24632,39581,16377,17835,2538,2538,19754,20153,725,725,4305,4305,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),40825,49298,5488,6555,14070,14985,725,725,2659,2791,377,1150,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1106,1106,9212,9212,19754,20153,2659,2791,3067,3067,16360,38203,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,9406,10709,2192,2709,725,725,3067,3067,5868,6737,44177,50297,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),14260,14260,3642,3642,2659,2791,5868,6737,8262,8483,1592,1592,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,21017,35294,3446,5579,3067,3067,8262,8483,507,507,8084,10933,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),35964,47864,5265,5492,5868,6737,507,507,2918,3038,10399,10399,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4214,6733,1506,1506,8262,8483,2918,3038,4305,4305,10725,16844,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9332,9402,2887,4249,507,507,4305,4305,377,1100,19694,25949,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1690,2060,4583,4583,2918,3038,377,1100,16360,33297,5048,6396,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1926,1926,178,178,4305,4305,16360,33297,29643,48096,8690,8690,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,12714,15797,1417,1722,377,1100,29643,48096,1592,1592,1211,1660,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),21233,24024,278,278,16360,32360,1592,1592,5918,8799,2727,2727,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,601,601,1108,1108,29643,48096,5918,8799,10399,10399,16462,23632,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2313,2432,2318,2766,1026,1026,10399,10399,10725,16844,24455,33071,32
National Institute of Technology Hamirpur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3800,3800,4161,4161,5918,8799,10725,16757,18127,22897,634,634,32
